Code groupe;Libelle groupe;Type groupe;Milieu groupe;Support groupe;Code paramètre;Libelle paramètre;Fraction paramètre;Unite parametre;Defaut parametre;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7095;Coronene;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7101;DTBSBP;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7102;Anthanthr;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7117;Decaline;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7118;Diosgenin;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7129;Irgano1076;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7131;TBBPA;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7495;Diphén2+;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1012;Substances Pertinentes;ANA;Prélèvements et analyses Rivières;Sédiments;7497;Phenyltin+;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1013;Polluants Spécifiques EE;ANA;Prélèvements et analyses Rivières;Sédiments;1369;As;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1013;Polluants Spécifiques EE;ANA;Prélèvements et analyses Rivières;Sédiments;1383;Zn;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1013;Polluants Spécifiques EE;ANA;Prélèvements et analyses Rivières;Sédiments;1389;Cr;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1013;Polluants Spécifiques EE;ANA;Prélèvements et analyses Rivières;Sédiments;1392;Cu;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1361;U;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1364;Li;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1368;Ag;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1369;As;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1370;Al;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1373;Ti;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1376;Sb;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1377;Be;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1379;Co;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1380;Sn;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1382;Pb;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1383;Zn;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1384;V;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1385;Se;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1386;Ni;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1387;Hg;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1388;Cd;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1389;Cr;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1392;Cu;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1393;Fe;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1394;Mn;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1395;Mo;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;1396;Ba;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1014;Métaux;ANA;Prélèvements et analyses Rivières;Sédiments;2555;Thallium;Particule < 63 µm de sédiments;milligramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;1089;PCB 126;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;1090;PCB 169;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;1091;PCB 77;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;1243;PCB 118;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;1627;PCB 105;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;2032;PCB 156;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;5432;PCB 81;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;5433;PCB 114;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;5434;PCB 123;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;5435;PCB 157;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;5436;PCB 167;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1015;PCB;ANA;Prélèvements et analyses Rivières;Sédiments;5437;PCB 189;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2562;TCDD;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2566;OCDD;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2569;12378PeCDD;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2571;123478HCDD;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2572;123678HCDD;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2573;123789HCDD;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2575;678HpCDD;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2586;2378TCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2588;12378PeCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2589;PeCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2591;123478HCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2592;123678HCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2593;234678HCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2594;123789HCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2596;678HpCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;2597;1234789Hep;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1016;Dioxines - Furanes;ANA;Prélèvements et analyses Rivières;Sédiments;5248;OCDF;Particule < 2 mm de sédiments;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1082;B(a)A;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1083;EtChlorpy;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1090;PCB 169;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1091;PCB 77;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1094;LdaCihalo;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1101;Alachlore;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1103;Aldrine;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1107;Atrazine;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1114;Benzène;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1115;Benzo(a)py;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1116;Benzo(b)fl;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1117;Benzo(k)fl;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1118;Benz(ghi)P;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1125;Bromoxynil;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1134;Chlorméph.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1135;CHCl3;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1144;DDD 44';Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1149;Deltameth.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1161;1.2-2ClEth;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1164;1.3-2ClBnz;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1165;1.2-2ClBnz;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1166;1.4-2ClBnz;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1168;2ClMéthane;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1169;Dichlorpro;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1173;Dieldrine;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1177;Diuron;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1181;Endrine;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1187;Fénitroth.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1191;Fluoranth.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1194;Flusilazol;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1199;HCB;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1200;HCH alpha;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1201;HCH bêta;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1202;HCH delta;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1203;HCH gamma;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1204;Indénopyr.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1206;Iprodione;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1207;Isodrine;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1208;Isoprotu.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1209;Linuron;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1234;Pendiméth.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1235;PCP;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1239;PCB 28;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1240;PCB 35;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1241;PCB 52;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1242;PCB 101;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1243;PCB 118;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1244;PCB 138;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1245;PCB 153;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1246;PCB 180;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1263;Simazine;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1268;Terbuthyl.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1269;Terbutryne;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1272;TTCE;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1276;CCl4;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1283;TCB 124;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1286;TCE;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1289;Triflural.;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1292;Xylène-o;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1293;Xylène-m;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1294;Xylène-p;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1359;Cyprodinil;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1361;U;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1362;B;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1368;Ag;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1369;As;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1373;Ti;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1376;Sb;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1377;Be;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1379;Co;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1380;Sn;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1382;Pb;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1383;Zn;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1384;V;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1385;Se;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1386;Ni;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1387;Hg;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1388;Cd;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1389;Cr;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1392;Cu;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1395;Mo;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1396;Ba;Particule < 63 µm de M.E.S.;milligramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1405;Hexaconazo;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1414;Propyzamid;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1453;Acenaphten;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
1017;Analyses de micropolluants sur MES;ANA;Prélèvements et analyses Rivières;Matières en suspension (M.E.S.);1458;Anthracène;Matière sèche de particules < 2 mm _ MES;microgramme par kilogramme de matière sèche;O;
